caff_unit,carb_unit,weight,fat_gm,caff_value,fat_value,pro_unit,carb_value,carb_gm,pro_gm,pro_value,measure,caff_gm,fat_unit,id
mg,g,13.6,99.5,--,13.53,g,--,--,0.0,0.00,1.0 tbsp,--,g,04661
mg,g,55.0,17.12,0,9.42,g,26.31,47.84,7.12,3.92,1.0 serving (approximate serving size),0.0,g,18953
mg,g,85.0,1.93,0,1.64,g,0.12,0.14,22.64,19.24,3.0 oz,0.0,g,05167
mg,g,68.0,5.88,0,4.00,g,44.50,65.44,14.71,10.00,1.0 bar,0.0,g,25051
mg,g,85.0,18.05,--,15.34,g,0.00,0.0,25.82,21.95,3.0 oz,--,g,10197
mg,g,85.0,9.66,--,8.21,g,0.00,0.0,32.01,27.21,3.0 oz,--,g,23097
mg,g,85.0,7.09,--,6.03,g,0.00,0.0,35.62,30.28,3.0 oz,--,g,13430
mg,g,31.4,6.83,0,2.14,g,4.53,14.42,2.73,0.86,1.0 fl oz,0.0,g,33864
mg,g,132.0,30.04,0,39.65,g,1.48,1.12,23.41,30.90,"1.0 cup, diced",0.0,g,01030
mg,g,28.35,3.38,0,0.96,g,3.49,12.3,4.14,1.17,1.0 oz,0.0,g,03685
mg,g,85.0,1.64,--,1.39,g,0.00,0.0,22.83,19.41,3.0 oz,--,g,05626
mg,g,13.6,100.0,--,13.60,g,--,--,0.0,0.00,1.0 tbsp,--,g,04659
mg,g,29.0,4.53,0,1.31,g,13.79,47.54,10.67,3.09,1.0 slice,0.0,g,18064
mg,g,85.0,2.39,0,2.03,g,0.12,0.14,20.87,17.74,3.0 oz,0.0,g,05704
mg,g,9.0,2.4,0,0.22,g,7.51,83.4,8.1,0.73,1.0 cake,0.0,g,19419
mg,g,85.0,10.14,--,8.62,g,0.00,0.0,27.95,23.76,3.0 oz,--,g,10200
mg,g,85.0,12.42,--,10.56,g,0.00,0.0,28.4,24.14,3.0 oz,--,g,13361
mg,g,85.0,5.33,--,4.53,g,0.00,0.0,35.62,30.28,3.0 oz,--,g,13432
mg,g,8.7,27.0,0,2.35,g,4.96,57.0,10.8,0.94,1.0 scoop,0.0,g,33863
mg,g,113.0,17.6,0,19.89,g,3.96,3.5,24.7,27.91,"1.0 cup, shredded",0.0,g,42303
mg,g,28.35,0.51,0,0.14,g,5.33,18.79,0.71,0.20,1.0 oz,0.0,g,03188
mg,g,109.0,4.65,--,5.07,g,0.00,0.0,28.43,30.99,1.0 patty (yield from 135.8 g raw meat),--,g,05622
mg,g,13.6,100.0,--,13.60,g,--,--,0.0,0.00,1.0 tbsp,--,g,04646
mg,g,28.35,3.4,0,0.96,g,13.55,47.8,8.8,2.49,1.0 oz,0.0,g,18066
mg,g,28.0,3.7,--,1.04,g,0.00,0.0,26.61,7.45,3.0 oz,--,g,05705
mg,g,28.0,33.36,0,9.34,g,15.93,56.9,6.17,1.73,1.0 oz,0.0,g,19003
mg,g,85.0,11.8,--,10.03,g,0.00,0.0,27.68,23.53,3.0 oz,--,g,10202
mg,g,114.0,9.3,0,10.60,g,0.06,0.05,20.95,23.88,4.0 oz,0.0,g,23482
mg,g,85.0,10.13,--,8.61,g,0.00,0.0,34.34,29.19,3.0 oz,--,g,13892
mg,g,31.4,7.1,0,2.23,g,4.50,14.34,2.72,0.85,1.0 fl oz,0.0,g,33865
mg,g,100.0,--,0,--,g,1.37,1.37,20.0,20.00,1.0 cup,0.0,g,01204
mg,g,28.35,0.51,0,0.14,g,5.21,18.38,0.71,0.20,1.0 oz,0.0,g,03187
mg,g,117.0,4.03,--,4.72,g,0.00,0.0,22.77,26.64,1.0 patty,--,g,05621
mg,g,13.6,100.0,--,13.60,g,--,--,0.0,0.00,1.0 tablespoon,--,g,04702
mg,g,28.35,3.3,0,0.94,g,15.39,54.3,10.7,3.03,1.0 oz,0.0,g,18385
mg,g,85.0,1.48,0,1.26,g,0.12,0.14,23.66,20.11,3.0 oz,0.0,g,05227
mg,g,88.0,33.4,0,29.39,g,50.51,57.4,6.6,5.81,"1.0 cup, crushed",0.0,g,43447
mg,g,85.0,14.68,--,12.48,g,0.00,0.0,26.99,22.94,3.0 oz,--,g,10047
mg,g,85.0,12.53,--,10.65,g,0.00,0.0,28.17,23.94,3.0 oz,--,g,13362
mg,g,85.0,11.61,--,9.87,g,0.00,0.0,34.09,28.98,3.0 oz,--,g,13895
mg,g,8.7,27.0,0,2.35,g,4.96,57.0,10.8,0.94,1.0 scoop,0.0,g,33877
mg,g,100.0,27.84,0,27.84,g,13.91,13.91,28.42,28.42,1.0 cup,0.0,g,01032
mg,g,2.5,4.6,0,0.12,g,1.93,77.1,10.7,0.27,1.0 tbsp,0.0,g,03186
mg,g,85.0,1.49,--,1.27,g,0.00,0.0,22.22,18.89,3.0 oz,--,g,05628
mg,g,13.6,100.0,--,13.60,g,--,--,0.0,0.00,1.0 tablespoon,--,g,04642
mg,g,38.0,0.0,--,0.00,g,12.87,33.88,13.16,5.00,1.0 slice 1 serving,--,g,28316
mg,g,85.0,2.08,--,1.77,g,0.00,0.0,30.13,25.61,3.0 oz,--,g,05228
mg,g,28.35,22.6,0,6.41,g,18.46,65.1,7.7,2.18,1.0 oz,0.0,g,19007
mg,g,85.0,9.21,--,7.83,g,0.00,0.0,28.82,24.50,3.0 oz,--,g,10051
mg,g,114.0,10.08,0,11.49,g,0.07,0.06,21.34,24.33,4.0 oz,0.0,g,23494
mg,g,85.0,13.83,--,11.76,g,0.00,0.0,32.99,28.04,3.0 oz,--,g,13897
mg,g,30.5,3.48,0,1.06,g,2.25,7.39,1.38,0.42,1.0 fl oz,0.0,g,33876
mg,g,28.35,25.83,0,7.32,g,0.91,3.22,35.75,10.14,1.0 oz,0.0,g,01033
mg,g,28.35,3.46,0,0.98,g,2.84,10.0,3.82,1.08,1.0 oz,0.0,g,03686
mg,g,85.0,2.01,--,1.71,g,0.00,0.0,32.38,27.52,1.0 serving ( 3 oz ),--,g,05629
mg,g,13.6,99.5,--,13.53,g,--,--,0.0,0.00,1.0 tbsp,--,g,04662
mg,g,38.0,0.0,--,0.00,g,13.99,36.82,14.3,5.43,1.0 slice 1 serving,--,g,28317
mg,g,85.0,1.66,0,1.41,g,0.12,0.14,21.54,18.31,3.0 oz,0.0,g,05729
mg,g,28.35,36.54,0,10.36,g,15.46,54.54,5.46,1.55,"1.0 oz, crunchy (about 21 pieces)",0.0,g,19008
mg,g,122.0,17.56,--,21.42,g,0.00,0.0,25.58,31.21,1.0 rack,--,g,10992
mg,g,85.0,9.18,--,7.80,g,0.00,0.0,28.61,24.32,3.0 oz,--,g,13363
mg,g,28.35,8.67,--,2.46,g,0.00,0.0,22.24,6.31,1.0 oz,--,g,13901
mg,g,9.6,27.0,0,2.59,g,5.47,57.0,10.8,1.04,1.0 scoop,0.0,g,33862
mg,g,100.0,29.99,0,29.99,g,3.70,3.7,41.6,41.60,"1.0 cup, grated",0.0,g,43340
mg,g,3.2,6.36,0,0.20,g,2.35,73.48,10.99,0.35,1.0 tbsp,0.0,g,03189
mg,g,85.0,0.48,--,0.41,g,0.00,0.0,23.08,19.62,3.0 oz,--,g,05630
mg,g,13.6,100.0,--,13.60,g,--,--,0.0,0.00,1.0 tbsp,--,g,04660
mg,g,28.35,4.27,0,1.21,g,15.81,55.77,12.96,3.67,1.0 oz,0.0,g,18065
mg,g,85.0,2.08,--,1.77,g,0.00,0.0,26.97,22.92,3.0 oz,--,g,05730
mg,g,28.35,35.76,0,10.14,g,15.34,54.1,5.76,1.63,1.0 oz,0.0,g,19802
mg,g,138.0,29.46,--,40.65,g,0.00,0.0,21.75,30.02,1.0 rack,--,g,10206
mg,g,114.0,8.0,0,9.12,g,0.05,0.04,21.2,24.17,4.0 oz,0.0,g,23497
mg,g,85.0,8.54,--,7.26,g,0.00,0.0,34.6,29.41,3.0 oz,--,g,13899
mg,g,30.5,3.48,0,1.06,g,2.25,7.39,1.38,0.42,1.0 fl oz,0.0,g,03986
mg,g,5.0,27.34,0,1.37,g,0.17,3.41,37.86,1.89,1.0 tbsp,0.0,g,01146
mg,g,28.35,--,0,--,g,4.54,16.03,0.89,0.25,1.0 oz,0.0,g,03192
mg,g,85.0,4.86,--,4.13,g,0.00,0.0,22.81,19.39,3.0 oz,--,g,05631
mg,g,13.6,100.0,--,13.60,g,--,--,0.0,0.00,1.0 tbsp,--,g,04658
mg,g,28.0,2.15,0,0.60,g,12.29,43.91,10.66,2.98,1.0 slice,0.0,g,18967
mg,g,19.0,12.41,--,2.36,g,0.00,0.0,27.4,5.21,"1.0 oz with bone, cooked (yield after bone removed)",--,g,43366
mg,g,28.35,22.22,0,6.30,g,18.34,64.7,8.08,2.29,1.0 oz,0.0,g,25023
mg,g,122.0,15.73,--,19.19,g,0.00,0.0,26.28,32.06,1.0 rack,--,g,10991
mg,g,85.0,16.59,--,14.10,g,0.00,0.0,26.11,22.19,3.0 oz,--,g,13796
mg,g,85.0,5.8,--,4.93,g,0.00,0.0,36.12,30.70,3.0 oz,--,g,13436
mg,g,8.8,27.0,0,2.38,g,4.66,53.0,12.5,1.10,1.0 scoop,0.0,g,03852
mg,g,28.35,30.71,0,8.71,g,1.36,4.78,18.13,5.14,1.0 oz,0.0,g,01042
mg,g,28.35,--,0,--,g,4.43,15.62,0.89,0.25,1.0 oz,0.0,g,03191
mg,g,85.0,3.13,--,2.66,g,0.00,0.0,29.07,24.71,1.0 serving ( 3 oz ),--,g,05632
mg,g,13.6,100.0,--,13.60,g,--,--,0.0,0.00,1.0 tbsp,--,g,04657
mg,g,29.0,3.33,0,0.97,g,14.33,49.42,8.85,2.57,1.0 slice,0.0,g,18069
mg,g,163.0,0.38,0,0.62,g,7.73,4.74,2.99,4.87,1.0 cup,0.0,g,11893
mg,g,28.35,21.11,0,5.98,g,19.07,67.26,7.95,2.25,1.0 oz,0.0,g,25013
mg,g,138.0,18.31,--,25.27,g,0.00,0.0,26.4,36.43,1.0 rack,--,g,10993
mg,g,114.0,14.42,--,16.44,g,0.00,0.0,20.01,22.81,4.0 oz,--,g,13795
mg,g,85.0,4.0,--,3.40,g,0.00,0.0,36.12,30.70,3.0 oz,--,g,13438
mg,g,31.3,7.11,0,2.23,g,4.25,13.58,3.19,1.00,1.0 fl oz,0.0,g,03854
mg,g,140.0,7.0,0,9.80,g,4.90,3.5,24.6,34.44,"1.0 cup, diced",0.0,g,43275
mg,g,15.0,--,0,--,g,11.71,78.07,6.67,1.00,1.0 serving,0.0,g,03190
mg,g,25.0,0.2,0,0.05,g,0.84,3.35,1.25,0.31,"0.5 cup, chopped",0.0,g,11213
mg,g,13.6,100.0,--,13.60,g,--,--,0.0,0.00,1.0 tbsp,--,g,04663
mg,g,28.35,3.6,0,1.02,g,14.06,49.6,8.2,2.32,1.0 oz,0.0,g,18416
mg,g,163.0,0.38,0,0.62,g,7.91,4.85,2.99,4.87,1.0 cup,0.0,g,11577
mg,g,28.35,22.15,0,6.28,g,18.57,65.49,8.68,2.46,1.0 oz,0.0,g,25022
mg,g,86.0,17.71,--,15.23,g,0.00,0.0,26.49,22.78,"1.0 rib without refuse (Yield from 1 cooked rib, with refuse, weighing 140g)",--,g,10205
mg,g,85.0,17.68,--,15.03,g,0.00,0.0,25.85,21.97,3.0 oz,--,g,13798
mg,g,85.0,8.33,0,7.08,g,1.73,2.03,33.93,28.84,3.0 oz,0.0,g,13890
mg,g,8.8,27.0,0,2.38,g,4.78,54.3,12.5,1.10,1.0 scoop,0.0,g,03826
mg,g,28.35,31.79,0,9.01,g,1.05,3.7,18.13,5.14,1.0 oz,0.0,g,01253
mg,g,28.35,3.46,0,0.98,g,2.84,10.0,3.82,1.08,1.0 oz,0.0,g,03690
mg,g,28.35,1.8,0,0.51,g,13.13,46.3,9.1,2.58,1.0 oz,0.0,g,18260
mg,g,13.6,100.0,--,13.60,g,--,--,0.0,0.00,1.0 tbsp,--,g,04656
mg,g,28.35,4.0,0,1.13,g,15.45,54.5,9.0,2.55,1.0 oz,0.0,g,18070
mg,g,144.0,0.3,0,0.43,g,4.05,2.81,1.36,1.96,1.0 cup,0.0,g,43387
mg,g,28.35,2.68,0,0.76,g,23.48,82.82,1.0,0.28,1.0 oz,0.0,g,19013
mg,g,128.0,11.82,--,15.13,g,0.00,0.0,19.34,24.76,"1.0 rib without refuse (Yield from 1 raw rib, with refuse, weighing 196g)",--,g,10204
mg,g,114.0,15.42,--,17.58,g,0.00,0.0,19.79,22.56,4.0 oz,--,g,13797
mg,g,28.35,7.93,--,2.25,g,0.00,0.0,22.06,6.25,1.0 oz,--,g,13891
mg,g,8.3,27.0,0,2.24,g,4.66,56.2,10.8,0.90,1.0 scoop,0.0,g,03805
mg,g,16.0,0.8,0,0.13,g,2.14,13.4,22.5,3.60,1.0 cubic inch,0.0,g,42205
mg,g,15.0,0.9,0,0.14,g,13.28,88.5,6.6,0.99,1.0 serving,0.0,g,43544
mg,g,28.35,1.9,0,0.54,g,14.26,50.3,9.9,2.81,1.0 oz,0.0,g,18261
mg,g,13.6,100.0,--,13.60,g,--,--,0.0,0.00,1.0 tbsp,--,g,04652
mg,g,32.0,3.5,0,1.12,g,13.67,42.71,12.45,3.98,1.0 slice,0.0,g,18075
mg,g,144.0,0.23,0,0.33,g,6.28,4.36,1.14,1.64,"1.0 cup, chopped",0.0,g,11891
mg,g,21.0,3.0,0,0.63,g,18.02,85.8,0.1,0.02,1.0 large,0.0,g,19014
mg,g,122.0,11.65,--,14.21,g,0.00,0.0,27.83,33.95,1.0 rack,--,g,10986
mg,g,85.0,15.09,--,12.83,g,0.00,0.0,26.06,22.15,3.0 oz,--,g,13800
mg,g,85.0,10.27,--,8.73,g,0.00,0.0,30.7,26.10,3.0 oz,--,g,13896
mg,g,30.5,3.5,0,1.07,g,2.20,7.2,1.38,0.42,1.0 fl oz,0.0,g,03803
mg,g,140.0,31.19,0,43.67,g,2.24,1.6,22.2,31.08,"1.0 cup, diced",0.0,g,43398
mg,g,2.5,2.19,0,0.05,g,2.08,83.14,6.65,0.17,1.0 tbsp,0.0,g,03194
mg,g,28.35,1.69,0,0.48,g,12.52,44.17,8.87,2.51,1.0 oz,0.0,g,18258
mg,g,13.6,100.0,--,13.60,g,--,--,0.0,0.00,1.0 tbsp,--,g,04653
mg,g,28.35,4.07,0,1.15,g,14.50,51.16,16.27,4.61,1.0 oz,0.0,g,18076
mg,g,144.0,0.23,0,0.33,g,6.28,4.36,1.14,1.64,"1.0 cup, chopped",0.0,g,11569
mg,g,28.35,10.0,0,2.84,g,21.46,75.69,8.83,2.50,1.0 oz,0.0,g,19033
mg,g,138.0,11.38,--,15.70,g,0.00,0.0,29.2,40.30,1.0 rack,--,g,10209
mg,g,114.0,12.4,--,14.14,g,0.00,0.0,19.06,21.73,4.0 oz,--,g,13799
mg,g,28.35,8.19,--,2.32,g,0.00,0.0,21.94,6.22,1.0 oz,--,g,13894
mg,g,9.3,21.0,0,1.95,g,5.31,57.1,15.6,1.45,1.0 scoop,0.0,g,03929
mg,g,140.0,31.2,0,43.68,g,2.42,1.73,22.13,30.98,"1.0 cup, diced",0.0,g,01043
mg,g,28.35,3.38,0,0.96,g,2.92,10.31,3.45,0.98,1.0 oz,0.0,g,03694
mg,g,28.35,2.02,0,0.57,g,14.93,52.65,10.32,2.93,1.0 oz,0.0,g,18259
mg,g,13.6,100.0,--,13.60,g,--,--,0.0,0.00,1.0 tbsp,--,g,04664
mg,g,28.35,5.4,0,1.53,g,14.57,51.4,8.4,2.38,1.0 oz,0.0,g,18077
mg,g,82.0,0.42,0,0.34,g,4.08,4.98,3.35,2.75,0.5 cup,0.0,g,11892
mg,g,24.0,12.5,0,3.00,g,16.66,69.4,5.55,1.33,1.0 bar,0.0,g,25035
mg,g,122.0,11.65,--,14.21,g,0.00,0.0,27.83,33.95,1.0 rack,--,g,10985
mg,g,85.0,8.37,--,7.11,g,0.00,0.0,29.9,25.42,3.0 oz,--,g,13364
mg,g,85.0,10.1,--,8.58,g,0.00,0.0,31.27,26.58,3.0 oz,--,g,13902
mg,g,28.0,21.0,0,5.88,g,15.99,57.1,15.6,4.37,3.0 scoop,0.0,g,03861
mg,g,140.0,25.01,0,35.01,g,2.94,2.1,24.73,34.62,"1.0 cup, diced",0.0,g,01044
mg,g,16.0,0.4,0,0.06,g,2.74,17.1,1.2,0.19,1.0 tbsp,0.0,g,03195
mg,g,28.35,1.8,0,0.51,g,13.64,48.1,7.91,2.24,1.0 oz,0.0,g,18262
mg,g,13.6,100.0,--,13.60,g,--,--,0.0,0.00,1.0 tbsp,--,g,04654
mg,g,28.35,5.9,0,1.67,g,15.99,56.4,9.2,2.61,1.0 oz,0.0,g,18078
mg,g,164.0,0.42,0,0.69,g,8.17,4.98,3.35,5.49,1.0 cup,0.0,g,11575
mg,g,35.0,22.86,0,8.00,g,21.40,61.14,9.14,3.20,1.0 bar,0.0,g,25053
mg,g,138.0,11.38,--,15.70,g,0.00,0.0,29.2,40.30,1.0 rack,--,g,10987
mg,g,114.0,5.54,0,6.32,g,0.09,0.08,22.15,25.25,4.0 oz,0.0,g,23485
mg,g,85.0,7.73,--,6.57,g,0.00,0.0,30.63,26.04,3.0 oz,--,g,13900
mg,g,103.0,2.91,0,3.00,g,8.33,8.09,2.14,2.20,1.0 serving 100 ml,0.0,g,03864
mg,g,140.0,5.1,0,7.14,g,6.02,4.3,25.5,35.70,"1.0 cup, diced",0.0,g,43379
mg,g,2.5,4.2,0,0.10,g,2.00,79.9,8.7,0.22,1.0 tbsp,0.0,g,03212
mg,g,28.35,2.21,0,0.63,g,15.60,55.04,8.87,2.51,1.0 oz,0.0,g,18263
mg,g,13.6,100.0,--,13.60,g,--,--,0.0,0.00,1.0 tbsp,--,g,04651
mg,g,220.0,0.23,0,0.51,g,59.66,27.12,1.07,2.35,1.0 cup,0.0,g,09059
mg,g,55.0,0.3,0,0.16,g,3.92,7.13,1.5,0.82,"1.0 cup, chopped",0.0,g,11568
mg,g,35.0,11.43,0,4.00,g,25.29,72.27,5.71,2.00,1.0 bar,0.0,g,25055
mg,g,80.0,14.26,--,11.41,g,0.00,0.0,27.74,22.19,"1.0 rib without refuse (yield from 1 cooked rib, with refuse, weighing 141g)",--,g,10208
mg,g,85.0,8.87,--,7.54,g,0.00,0.0,29.51,25.08,3.0 oz,--,g,13365
mg,g,28.35,7.68,--,2.18,g,0.00,0.0,22.18,6.29,1.0 oz,--,g,13898
mg,g,8.8,28.0,0,2.46,g,4.65,52.8,14.0,1.23,1.0 scoop,0.0,g,03821
mg,g,132.0,28.2,0,37.22,g,0.75,0.57,23.78,31.39,"1.0 cup, diced",0.0,g,01034
mg,g,28.35,3.32,0,0.94,g,2.97,10.49,3.57,1.01,1.0 oz,0.0,g,03712
mg,g,28.35,2.0,0,0.57,g,12.70,44.8,8.7,2.47,1.0 oz,0.0,g,18264
mg,g,13.6,100.0,--,13.60,g,--,--,0.0,0.00,1.0 tbsp,--,g,04648
mg,g,28.35,7.5,0,2.13,g,20.67,72.9,4.4,1.25,1.0 oz,0.0,g,43595
mg,g,156.0,0.08,0,0.12,g,7.89,5.06,0.71,1.11,"1.0 cup, cubes",0.0,g,11889
mg,g,35.0,11.43,0,4.00,g,26.00,74.29,5.71,2.00,1.0 bar,0.0,g,25054
mg,g,85.0,5.64,--,4.79,g,0.00,0.0,20.76,17.65,3.0 oz,--,g,10207
mg,g,114.0,7.24,--,8.25,g,0.00,0.0,21.55,24.57,4.0 oz,--,g,23495
mg,g,28.35,5.45,--,1.55,g,0.00,0.0,31.82,9.02,1.0 oz,--,g,23608
mg,g,103.0,3.65,0,3.76,g,6.83,6.63,1.82,1.87,1.0 serving 100 ml,0.0,g,03822
mg,g,132.0,26.62,0,35.14,g,2.82,2.14,25.58,33.77,"1.0 cup, diced",0.0,g,01035
mg,g,15.0,4.8,0,0.72,g,12.48,83.2,6.6,0.99,0.5 oz,0.0,g,03184
mg,g,28.35,2.1,0,0.60,g,13.81,48.7,9.4,2.66,1.0 oz,0.0,g,18265
mg,g,13.6,100.0,--,13.60,g,--,--,0.0,0.00,1.0 tablespoon,--,g,04701
mg,g,43.0,17.6,0,7.57,g,28.68,66.7,9.8,4.21,1.0 bar,0.0,g,43100
mg,g,156.0,0.08,0,0.12,g,7.89,5.06,0.71,1.11,"1.0 cup, cubes",0.0,g,11565
mg,g,78.0,7.69,2,6.00,g,49.47,63.42,16.67,13.00,1.0 bar,3.0,g,25032
mg,g,85.0,8.96,--,7.62,g,0.00,0.0,20.48,17.41,3.0 oz,--,g,10052
mg,g,85.0,7.12,--,6.05,g,0.00,0.0,29.88,25.40,3.0 oz,--,g,13366
mg,g,85.0,4.09,--,3.48,g,0.00,0.0,22.91,19.47,3.0 oz,--,g,23609
mg,g,106.0,3.5,0,3.71,g,6.48,6.11,1.64,1.74,1.0 serving 100 ml,0.0,g,03857
mg,g,132.0,17.6,0,23.23,g,4.62,3.5,24.7,32.60,"1.0 cup, diced",0.0,g,01208
mg,g,28.35,0.1,0,0.03,g,5.44,19.2,0.3,0.09,1.0 oz,0.0,g,03222
mg,g,57.0,1.75,0,1.00,g,28.60,50.17,7.02,4.00,1.0 muffin 1 serving,0.0,g,28320
mg,g,14.0,100.0,--,14.00,g,--,--,0.0,0.00,1.0 tablespoon,--,g,04699
mg,g,52.0,5.99,0,3.11,g,39.94,76.8,3.99,2.07,1.0 tart,0.0,g,18459
mg,g,156.0,0.24,0,0.37,g,5.82,3.73,1.53,2.39,1.0 cup,0.0,g,11890
mg,g,47.0,9.23,5,4.34,g,28.00,59.58,17.88,8.40,1.0 bar,11.0,g,25034
mg,g,85.0,4.02,--,3.42,g,0.00,0.0,21.65,18.40,3.0 oz,--,g,10056
mg,g,114.0,4.99,0,5.69,g,0.06,0.05,22.03,25.11,4.0 oz,0.0,g,23496
mg,g,28.35,6.25,--,1.77,g,0.00,0.0,32.04,9.08,1.0 oz,--,g,23621
mg,g,30.8,7.13,0,2.20,g,4.18,13.58,3.19,0.98,1.0 fl oz,0.0,g,03824
mg,g,124.0,7.91,0,9.81,g,6.37,5.14,11.39,14.12,0.5 cup,0.0,g,01037
mg,g,8.0,12.6,0,1.01,g,5.90,73.7,6.8,0.54,1.0 cookie,0.0,g,03206
mg,g,28.35,2.1,0,0.60,g,11.45,40.4,8.8,2.49,1.0 oz,0.0,g,18266
mg,g,13.6,100.0,--,13.60,g,--,--,0.0,0.00,1.0 tbsp,--,g,04650
mg,g,170.0,0.4,0,0.68,g,33.40,19.65,7.6,12.92,1.0 cup,0.0,g,16053
mg,g,156.0,0.24,0,0.37,g,6.79,4.35,1.53,2.39,1.0 cup,0.0,g,11567
mg,g,35.0,15.71,0,5.50,g,18.64,53.26,18.57,6.50,1.0 bar,0.0,g,25033
mg,g,85.0,4.05,--,3.44,g,0.00,0.0,22.49,19.12,3.0 oz,--,g,10210
mg,g,114.0,8.15,--,9.29,g,0.00,0.0,28.95,33.00,4.0 oz,--,g,23484
mg,g,28.35,4.78,--,1.36,g,0.00,0.0,22.69,6.43,1.0 oz,--,g,23617
mg,g,106.0,3.5,0,3.71,g,6.48,6.11,1.64,1.74,1.0 Serving 100 ml,0.0,g,03823
mg,g,124.0,12.98,0,16.10,g,3.77,3.04,11.26,13.96,0.5 cup,0.0,g,01036
mg,g,28.35,13.2,0,3.74,g,19.02,67.1,11.8,3.35,1.0 oz,0.0,g,03213
mg,g,28.35,2.3,0,0.65,g,12.50,44.1,9.6,2.72,1.0 oz,0.0,g,18267
mg,g,13.6,100.0,--,13.60,g,--,--,0.0,0.00,1.0 tablespoon,--,g,04700
mg,g,150.0,1.53,0,2.30,g,87.44,58.29,26.12,39.18,1.0 cup,0.0,g,16052
mg,g,130.0,0.1,0,0.13,g,8.36,6.43,0.9,1.17,"1.0 cup, cubes",0.0,g,11564
mg,g,40.0,--,0,--,g,25.11,62.78,15.0,6.00,2.0 bar,0.0,g,25041
mg,g,85.0,2.59,--,2.20,g,0.00,0.0,22.81,19.39,3.0 oz,--,g,10214
mg,g,85.0,5.38,--,4.57,g,0.00,0.0,22.15,18.83,3.0 oz,--,g,23483
mg,g,28.35,4.65,--,1.32,g,0.00,0.0,31.61,8.96,1.0 oz,--,g,23592
mg,g,30.5,2.91,0,0.89,g,2.46,8.08,2.14,0.65,1.0 fl oz,0.0,g,03930
mg,g,28.35,26.94,0,7.64,g,1.03,3.63,31.8,9.02,1.0 oz,0.0,g,01038
mg,g,28.35,0.28,0,0.08,g,4.32,15.23,1.26,0.36,1.0 oz,0.0,g,03934
mg,g,150.0,0.18,0,0.27,g,4.60,3.07,1.15,1.72,1.0 cup,0.0,g,11214
mg,g,13.6,100.0,--,13.60,g,--,--,0.0,0.00,1.0 tbsp,--,g,04572
mg,g,85.0,0.52,0,0.44,g,2.65,3.12,3.83,3.26,1.0 NLEA serving,0.0,g,11097
mg,g,127.0,9.45,0,12.00,g,34.66,27.29,10.24,13.00,1.0 serving 4.5 oz,0.0,g,32015
mg,g,24.0,8.33,1,2.00,g,19.00,79.17,4.17,1.00,1.0 bar,5.0,g,25052
mg,g,85.0,12.31,--,10.46,g,0.00,0.0,28.81,24.49,3.0 oz,--,g,10053
mg,g,114.0,6.05,--,6.90,g,0.00,0.0,22.01,25.09,4.0 oz,--,g,23490
mg,g,28.35,3.37,--,0.96,g,0.00,0.0,23.13,6.56,1.0 oz,--,g,23636
mg,g,31.9,5.13,0,1.64,g,5.26,16.5,3.25,1.04,1.0 fl oz,0.0,g,03901
mg,g,132.0,30.99,0,40.91,g,1.90,1.44,26.96,35.59,"1.0 cup, diced",0.0,g,01040
mg,g,0.7,19.6,0,0.14,g,0.47,66.85,8.4,0.06,1.0 cracker,0.0,g,03209
mg,g,55.0,18.92,0,10.41,g,23.55,42.82,7.08,3.89,1.0 biscuit,0.0,g,21142
mg,g,13.6,100.0,--,13.60,g,--,--,0.0,0.00,1.0 tbsp,--,g,04588
mg,g,40.0,0.49,0,0.20,g,1.14,2.85,3.17,1.27,1.0 cup chopped,0.0,g,11096
mg,g,127.0,5.51,0,7.00,g,27.61,21.74,7.87,9.99,1.0 piece turnover 1 serving,0.0,g,32026
mg,g,31.0,20.42,0,6.33,g,20.14,64.96,7.52,2.33,1.0 bar,0.0,g,25056
mg,g,85.0,11.82,--,10.05,g,0.00,0.0,26.96,22.92,3.0 oz,--,g,10054
mg,g,85.0,6.37,--,5.41,g,0.00,0.0,27.51,23.38,3.0 oz,--,g,23498
mg,g,85.0,27.0,--,22.95,g,0.00,0.0,16.5,14.02,3.0 oz,--,g,13342
mg,g,9.4,19.3,0,1.81,g,5.85,62.23,12.2,1.15,1.0 scoop,0.0,g,03913
mg,g,28.0,5.1,0,1.43,g,0.95,3.4,28.4,7.95,1.0 slice (1 oz),0.0,g,43589
mg,g,15.0,0.8,0,0.12,g,2.12,14.14,1.0,0.15,1.0 tbsp,0.0,g,43004
mg,g,107.0,9.69,0,10.37,g,35.66,33.33,11.39,12.19,1.0 slice,0.0,g,21299
mg,g,13.5,100.0,--,13.50,g,--,--,0.0,0.00,1.0 tablespoon,--,g,04053
mg,g,88.0,0.72,0,0.63,g,3.35,3.81,1.14,1.00,1.0 cup,0.0,g,11969
mg,g,127.0,12.6,0,16.00,g,26.25,20.67,7.87,9.99,1.0 piece turnover 1 serving,0.0,g,32028
mg,g,28.35,32.2,1,9.13,g,15.65,55.2,5.2,1.47,1.0 oz,3.0,g,42272
mg,g,85.0,6.9,--,5.86,g,0.00,0.0,31.0,26.35,3.0 oz,--,g,10057
mg,g,114.0,4.55,--,5.19,g,0.00,0.0,22.37,25.50,4.0 oz,--,g,23499
mg,g,85.0,19.27,--,16.38,g,0.00,0.0,23.96,20.37,3.0 oz,--,g,13459
