caff_unit,carb_unit,weight,fat_gm,caff_value,fat_value,pro_unit,carb_value,carb_gm,pro_gm,pro_value,measure,caff_gm,fat_unit,id
mg,g,40.0,7.5,0,3.00,g,32.36,80.89,2.0,0.80,1.0 serving 6 pieces,0.0,g,19068
mg,g,56.0,22.6,0,12.66,g,0.78,1.4,14.8,8.29,1.0 serving 2 oz,0.0,g,07930
mg,g,240.0,1.17,0,2.81,g,20.74,8.64,2.13,5.11,1.0 cup,0.0,g,06039
mg,g,200.0,1.1,0,2.20,g,155.40,77.7,10.9,21.80,1.0 cup,0.0,g,11382
mg,g,85.0,6.14,0,5.22,g,0.19,0.22,28.36,24.11,3.0 oz,0.0,g,23243
mg,g,28.35,3.54,--,1.00,g,0.00,0.0,22.27,6.31,1.0 oz,--,g,23584
mg,g,85.0,20.98,0,17.83,g,0.08,0.1,21.13,17.96,3.0 oz,0.0,g,17407
mg,g,85.0,3.33,--,2.83,g,0.00,0.0,20.04,17.03,3.0 oz,--,g,05309
mg,g,28.35,0.3,0,0.09,g,3.60,12.7,1.1,0.31,1.0 oz,0.0,g,03293
mg,g,150.0,0.55,--,0.82,g,0.00,0.0,19.99,29.98,1.0 fillet,--,g,15034
mg,g,160.0,0.76,0,1.22,g,98.13,61.33,3.61,5.78,"1.0 cup, halves",0.0,g,09246
mg,g,60.0,18.9,1,11.34,g,43.74,72.9,5.4,3.24,1.0 serving 2.1 oz bar,1.0,g,19069
mg,g,136.0,0.14,0,0.19,g,36.71,26.99,1.49,2.03,"1.0 cup, cubes",0.0,g,11897
mg,g,123.0,2.05,0,2.52,g,11.28,9.17,3.48,4.28,0.5 cup (4 fl oz),0.0,g,06040
mg,g,200.0,0.54,0,1.08,g,171.02,85.51,8.22,16.44,1.0 cup,0.0,g,11380
mg,g,85.0,4.68,--,3.98,g,0.00,0.0,21.44,18.22,3.0 oz,--,g,23246
mg,g,85.0,10.53,0,8.95,g,1.26,1.48,11.67,9.92,3.0 oz,0.0,g,13320
mg,g,113.0,22.9,0,25.88,g,0.23,0.2,16.56,18.71,4.0 oz,0.0,g,17408
mg,g,106.0,10.71,0,11.35,g,0.14,0.13,21.55,22.84,1.0 drumstick with skin,0.0,g,05687
mg,g,163.0,0.1,0,0.16,g,19.12,11.73,1.0,1.63,1.0 cup,0.0,g,03112
mg,g,85.0,0.45,--,0.38,g,0.00,0.0,16.32,13.87,3.0 oz,--,g,15033
mg,g,250.0,0.13,0,0.32,g,59.95,23.98,0.63,1.58,"1.0 cup, thawed",0.0,g,09250
mg,g,60.0,18.33,3,11.00,g,41.07,68.45,6.67,4.00,1.0 piece,5.0,g,19913
mg,g,136.0,0.14,0,0.19,g,37.37,27.48,1.49,2.03,"1.0 cup, cubes",0.0,g,11602
mg,g,245.0,0.8,0,1.96,g,22.05,9.0,2.0,4.90,1.0 cup,0.0,g,06177
mg,g,210.0,5.13,0,10.77,g,22.83,10.87,1.77,3.72,1.0 cup,0.0,g,11379
mg,g,121.0,5.37,--,6.50,g,0.00,0.0,30.58,37.00,1.0 fillet,--,g,23256
mg,g,28.35,10.3,0,2.92,g,0.30,1.05,10.86,3.08,1.0 oz,0.0,g,13318
mg,g,85.0,6.7,--,5.70,g,0.00,0.0,25.53,21.70,3.0 oz,--,g,17386
mg,g,129.0,9.0,0,11.61,g,0.06,0.05,24.72,31.89,1.0 drumstick with skin,0.0,g,05689
mg,g,28.35,2.0,0,0.57,g,23.30,82.2,10.8,3.06,1.0 oz,0.0,g,03215
mg,g,28.35,0.96,--,0.27,g,0.00,0.0,25.23,7.15,"1.0 oz, boneless",--,g,15035
mg,g,242.0,0.1,0,0.24,g,48.59,20.08,0.41,0.99,"1.0 cup, whole",0.0,g,09243
mg,g,44.0,26.0,13,11.44,g,29.48,67.0,5.0,2.20,1.0 bar 1.55 oz,30.0,g,19145
mg,g,150.0,0.17,0,0.26,g,41.82,27.88,1.53,2.30,"1.0 cup, cubes",0.0,g,11601
mg,g,126.0,3.21,0,4.04,g,9.34,7.41,2.51,3.16,0.5 cup (4 fl oz),0.0,g,06044
mg,g,210.0,4.8,0,10.08,g,33.87,16.13,2.13,4.47,1.0 cup,0.0,g,11383
mg,g,124.0,5.83,--,7.23,g,0.00,0.0,30.45,37.76,1.0 fillet,--,g,23257
mg,g,85.0,4.73,0,4.02,g,0.13,0.15,28.48,24.21,3.0 oz,0.0,g,13322
mg,g,113.0,5.32,--,6.01,g,0.00,0.0,20.86,23.57,4.0 oz,--,g,17387
mg,g,143.0,8.24,--,11.78,g,0.00,0.0,18.03,25.78,1.0 drumstick with skin,--,g,05688
mg,g,15.0,0.2,0,0.03,g,3.53,23.52,1.0,0.15,1.0 tbsp,0.0,g,03139
mg,g,85.0,1.61,--,1.37,g,0.00,0.0,22.54,19.16,3.0 oz,--,g,15037
mg,g,154.0,0.25,0,0.38,g,14.69,9.54,0.91,1.40,1.0 cup slices,0.0,g,09236
mg,g,57.0,23.0,2,13.11,g,37.34,65.5,7.7,4.39,1.0 bar 2 oz,4.0,g,19118
mg,g,120.0,0.09,0,0.11,g,10.58,8.82,0.72,0.86,1.0 cup slices,0.0,g,11603
mg,g,123.0,1.42,0,1.75,g,8.22,6.68,3.06,3.76,0.5 cup (4 fl oz),0.0,g,06045
mg,g,210.0,0.57,0,1.20,g,36.90,17.57,1.91,4.01,1.0 cup,0.0,g,11657
mg,g,115.0,4.68,--,5.38,g,0.00,0.0,30.78,35.40,1.0 fillet,--,g,23258
mg,g,28.35,3.94,0,1.12,g,0.04,0.14,17.72,5.02,1.0 oz,0.0,g,13321
mg,g,85.0,4.57,--,3.88,g,0.00,0.0,28.96,24.62,3.0 oz,--,g,17409
mg,g,95.0,6.33,--,6.01,g,0.00,0.0,22.99,21.84,1.0 drumstick without skin,--,g,05680
mg,g,16.0,2.2,0,0.35,g,2.61,16.3,3.6,0.58,1.0 tbsp,0.0,g,03046
mg,g,85.0,1.33,--,1.13,g,0.00,0.0,18.56,15.78,3.0 oz,--,g,15036
mg,g,32.0,49.94,0,15.98,g,6.90,21.57,24.06,7.70,2.0 tbsp,0.0,g,16097
mg,g,14.0,1.67,0,0.23,g,12.93,92.39,3.33,0.47,1.0 piece,0.0,g,43046
mg,g,6.0,0.9,0,0.05,g,1.23,20.42,23.88,1.43,1.0 tsp,0.0,g,43406
mg,g,7.5,0.34,0,0.03,g,4.88,65.07,7.48,0.56,1.0 serving 1 tbsp,0.0,g,06094
mg,g,210.0,4.22,0,8.86,g,35.30,16.81,1.86,3.91,1.0 cup,0.0,g,11934
mg,g,85.0,5.92,--,5.03,g,0.00,0.0,29.12,24.75,3.0 oz,--,g,23259
mg,g,85.0,4.65,--,3.95,g,0.00,0.0,27.27,23.18,3.0 oz,--,g,13324
mg,g,113.0,3.99,--,4.51,g,0.00,0.0,21.44,24.23,4.0 oz,--,g,17410
mg,g,91.0,5.0,--,4.55,g,0.00,0.0,25.34,23.06,1.0 drumstick without skin,--,g,05679
mg,g,2.5,2.4,0,0.06,g,2.17,86.89,6.7,0.17,1.0 tbsp,0.0,g,43529
mg,g,85.0,13.84,--,11.76,g,0.00,0.0,14.37,12.21,3.0 oz,--,g,15038
mg,g,32.0,49.94,0,15.98,g,6.90,21.57,24.06,7.70,2.0 tbsp,0.0,g,16397
mg,g,28.35,33.7,0,9.55,g,13.44,47.4,15.5,4.39,1.0 oz,0.0,g,19147
mg,g,57.0,1.75,0,1.00,g,42.57,74.68,7.02,4.00,1.0 serving (2 oz),0.0,g,32011
mg,g,230.0,0.01,0,0.02,g,6.37,2.77,0.32,0.74,1.0 serving 1 cup,0.0,g,06494
mg,g,210.0,4.2,0,8.82,g,35.57,16.94,1.96,4.12,1.0 cup,0.0,g,11371
mg,g,85.0,6.37,--,5.41,g,0.00,0.0,28.97,24.62,3.0 oz,--,g,23239
mg,g,28.35,3.09,0,0.88,g,0.08,0.29,17.4,4.93,1.0 oz,0.0,g,13323
mg,g,85.0,4.49,--,3.82,g,0.00,0.0,28.99,24.64,3.0 oz,--,g,17388
mg,g,143.0,3.26,--,4.66,g,0.00,0.0,19.19,27.44,1.0 drumstick with skin,--,g,05678
mg,g,9.9,2.24,0,0.22,g,7.58,76.61,0.82,0.08,1.0 bar,0.0,g,03019
mg,g,143.0,11.59,--,16.57,g,0.00,0.0,23.03,32.93,1.0 fillet,--,g,15040
mg,g,32.0,51.47,0,16.47,g,5.66,17.69,26.06,8.34,2.0 tbsp,0.0,g,16156
mg,g,28.35,18.98,0,5.38,g,20.20,71.24,7.57,2.15,1.0 oz,0.0,g,19148
mg,g,149.0,1.01,0,1.50,g,23.63,15.86,3.36,5.01,1.0 item,0.0,g,21463
mg,g,128.0,2.23,0,2.85,g,25.83,20.18,6.54,8.37,0.5 cup,0.0,g,06049
mg,g,229.0,5.01,0,11.47,g,30.43,13.29,1.97,4.51,1.0 cup,0.0,g,31036
mg,g,85.0,5.25,--,4.46,g,0.00,0.0,29.35,24.95,3.0 oz,--,g,23260
mg,g,68.0,5.26,0,3.58,g,3.49,5.13,29.08,19.77,1.0 slice,0.0,g,13326
mg,g,113.0,3.77,--,4.26,g,0.00,0.0,21.5,24.30,4.0 oz,--,g,17389
mg,g,85.0,14.62,0,12.43,g,0.18,0.21,20.7,17.60,3.0 oz,0.0,g,05690
mg,g,7.0,28.57,--,2.00,g,4.31,61.59,0.0,0.00,18.0 piece,--,g,03998
mg,g,28.35,12.37,--,3.51,g,0.00,0.0,24.58,6.97,"1.0 oz, boneless",--,g,15042
mg,g,16.0,49.9,0,7.98,g,3.49,21.83,24.0,3.84,1.0 tbsp,0.0,g,42291
mg,g,39.0,25.9,0,10.10,g,23.24,59.59,3.3,1.29,1.0 piece,0.0,g,19216
mg,g,170.0,0.0,3,0.00,g,40.00,23.53,3.53,6.00,1.0 container (6 oz),2.0,g,01187
mg,g,259.0,1.09,0,2.82,g,25.59,9.88,3.2,8.29,1.0 serving 1 cup,0.0,g,06449
mg,g,299.0,0.15,0,0.45,g,58.57,19.59,2.3,6.88,"1.0 potato large (3"" to 4-1/4"" dia.",0.0,g,11358
mg,g,85.0,3.98,--,3.38,g,0.00,0.0,23.04,19.58,3.0 oz,--,g,23261
mg,g,81.0,4.68,0,3.79,g,4.18,5.16,26.52,21.48,1.0 slice,0.0,g,13327
mg,g,85.0,21.43,0,18.22,g,0.03,0.03,28.53,24.25,3.0 oz,0.0,g,17411
mg,g,130.0,13.81,0,17.95,g,0.12,0.09,23.47,30.51,1.0 thigh with skin,0.0,g,05692
mg,g,7.0,4.0,0,0.28,g,5.03,71.82,14.29,1.00,1.0 serving,0.0,g,03302
mg,g,140.0,18.0,0,25.20,g,13.50,9.64,14.19,19.87,1.0 cup,0.0,g,15041
mg,g,32.0,51.36,0,16.44,g,7.14,22.31,22.21,7.11,2.0 tbsp,0.0,g,16098
mg,g,39.0,29.85,0,11.64,g,21.52,55.18,11.34,4.42,16.0 pieces,0.0,g,19238
mg,g,170.0,0.0,3,0.00,g,40.00,23.53,3.53,6.00,1.0 container (6 oz),2.0,g,01222
mg,g,259.0,1.09,0,2.82,g,25.59,9.88,3.2,8.29,1.0 cup,0.0,g,06965
mg,g,75.0,0.14,0,0.11,g,11.92,15.9,1.89,1.42,"0.5 cup, diced",0.0,g,11355
mg,g,85.0,4.4,--,3.74,g,0.00,0.0,23.03,19.58,3.0 oz,--,g,23240
mg,g,85.0,3.63,0,3.09,g,3.31,3.89,20.36,17.31,3.0 oz,0.0,g,13325
mg,g,113.0,17.9,0,20.23,g,0.16,0.14,17.43,19.70,4.0 oz,0.0,g,17412
mg,g,85.0,14.58,--,12.39,g,0.00,0.0,16.56,14.08,3.0 oz,--,g,05691
mg,g,230.0,1.5,0,3.45,g,27.83,12.1,1.9,4.37,1.0 cup,0.0,g,42278
mg,g,28.35,9.04,--,2.56,g,0.00,0.0,17.96,5.09,"1.0 oz, boneless",--,g,15039
mg,g,32.0,51.36,0,16.44,g,7.14,22.31,22.21,7.11,2.0 tbsp,0.0,g,16398
mg,g,56.0,23.21,3,13.00,g,35.78,63.9,8.93,5.00,1.0 serving 1 bar,6.0,g,19896
mg,g,68.0,0.8,0,0.54,g,13.40,19.7,4.4,2.99,0.5 cup,0.0,g,01235
mg,g,240.0,1.66,0,3.98,g,26.81,11.17,4.62,11.09,1.0 cup,0.0,g,06050
mg,g,299.0,0.13,0,0.39,g,64.11,21.44,2.63,7.86,"1.0 potato large (3"" to 4-1/4"" dia.",0.0,g,11356
mg,g,85.0,3.35,--,2.85,g,0.00,0.0,23.05,19.59,3.0 oz,--,g,23262
mg,g,28.35,94.0,--,26.65,g,0.00,0.0,1.5,0.43,1.0 oz,--,g,13335
mg,g,85.0,15.36,--,13.06,g,0.00,0.0,31.4,26.69,3.0 oz,--,g,17393
mg,g,85.0,7.96,--,6.77,g,0.00,0.0,23.0,19.55,3.0 oz,--,g,05681
mg,g,113.0,0.6,0,0.68,g,10.46,9.26,2.0,2.26,"1.0 jar, Gerber (4 oz)",0.0,g,03114
mg,g,112.0,13.89,--,15.56,g,0.00,0.0,18.6,20.83,1.0 fillet,--,g,15046
mg,g,36.0,34.0,0,12.24,g,12.83,35.65,25.9,9.32,2.0 tablespoon,0.0,g,16150
mg,g,17.0,30.53,1,5.19,g,9.41,55.36,10.24,1.74,1.0 package 0.6 oz 1 cup,7.0,g,19150
mg,g,170.0,0.2,0,0.34,g,32.30,19.0,4.4,7.48,1.0 container (6 oz),0.0,g,43261
mg,g,81.0,17.59,0,14.25,g,48.81,60.26,10.17,8.24,1.0 package without flavor packet,0.0,g,06583
mg,g,75.0,0.08,0,0.06,g,13.55,18.07,2.14,1.60,"0.5 cup, diced",0.0,g,11353
mg,g,85.0,11.37,--,9.66,g,0.00,0.0,31.3,26.60,3.0 oz,--,g,23446
mg,g,85.0,22.3,--,18.96,g,0.00,0.0,19.29,16.40,3.0 oz,--,g,13340
mg,g,113.0,7.97,--,9.01,g,0.00,0.0,19.84,22.42,4.0 oz,--,g,17392
mg,g,130.0,7.73,--,10.05,g,0.00,0.0,24.23,31.50,1.0 thigh with skin,--,g,05683
mg,g,113.0,1.9,0,2.15,g,10.17,9.0,2.2,2.49,"1.0 jar, Gerber (4 oz)",0.0,g,03096
mg,g,28.35,6.3,--,1.79,g,0.00,0.0,23.19,6.57,"1.0 oz, boneless",--,g,15048
mg,g,32.0,50.81,0,16.26,g,6.00,18.75,25.72,8.23,2.0 tbsp,0.0,g,16155
mg,g,47.0,24.77,0,11.64,g,28.13,59.86,12.46,5.86,0.25 cup,0.0,g,19151
mg,g,170.0,0.2,0,0.34,g,32.30,19.0,4.4,7.48,1.0 container (6 oz),0.0,g,01218
mg,g,40.0,2.5,0,1.00,g,28.38,70.95,10.89,4.36,1.41 oz dry (half noodle block),0.0,g,27035
mg,g,299.0,0.15,0,0.45,g,63.03,21.08,2.1,6.28,"1.0 potato large (3"" to 4-1/4"" dia)",0.0,g,11357
mg,g,114.0,8.22,--,9.37,g,0.00,0.0,21.29,24.27,4.0 oz,--,g,23447
mg,g,85.0,4.05,0,3.44,g,1.69,1.99,11.71,9.95,1.0 serving,0.0,g,23640
mg,g,85.0,22.33,0,18.98,g,0.04,0.05,21.45,18.23,3.0 oz,0.0,g,17413
mg,g,85.0,3.69,--,3.14,g,0.00,0.0,19.11,16.24,3.0 oz,--,g,05682
mg,g,224.0,0.1,0,0.22,g,17.25,7.7,1.3,2.91,1.0 cup,0.0,g,03098
mg,g,28.35,10.12,--,2.87,g,0.00,0.0,25.73,7.29,"1.0 oz, boneless",--,g,15201
mg,g,60.0,0.55,0,0.33,g,20.82,34.7,52.2,31.32,1.0 cup,0.0,g,16099
mg,g,56.0,23.42,0,13.12,g,34.50,61.6,8.66,4.85,2.0 oz bar,0.0,g,19252
mg,g,170.0,1.08,0,1.84,g,32.38,19.05,4.37,7.43,1.0 container (6 oz),0.0,g,01121
mg,g,240.0,0.09,0,0.22,g,2.88,1.2,1.97,4.73,1.0 cup,0.0,g,06170
mg,g,75.0,0.1,0,0.08,g,11.78,15.71,1.68,1.26,"0.5 cup, diced",0.0,g,11354
mg,g,85.0,6.57,--,5.58,g,0.00,0.0,33.53,28.50,3.0 oz,--,g,23397
mg,g,28.35,3.69,--,1.05,g,0.00,0.0,12.07,3.42,1.0 oz,--,g,13341
mg,g,113.0,20.36,0,23.01,g,0.23,0.2,16.9,19.10,4.0 oz,0.0,g,17414
mg,g,28.35,14.6,0,4.14,g,0.06,0.2,19.4,5.50,1.0 oz,0.0,g,05335
mg,g,224.0,0.2,0,0.45,g,16.13,7.2,0.8,1.79,1.0 cup,0.0,g,03100
mg,g,85.0,7.89,--,6.71,g,0.00,0.0,20.07,17.06,3.0 oz,--,g,15050
mg,g,60.0,21.9,0,13.14,g,18.76,31.27,33.8,20.28,1.0 cup,0.0,g,16100
mg,g,48.0,20.93,3,10.05,g,32.62,67.95,5.08,2.44,1.0 package 1 package,6.0,g,19152
mg,g,170.0,1.08,0,1.84,g,32.38,19.05,4.37,7.43,1.0 container (6 oz),0.0,g,01217
mg,g,240.0,1.2,0,2.88,g,8.47,3.53,2.52,6.05,1.0 cup,0.0,g,06172
mg,g,145.0,5.52,0,8.00,g,19.26,13.28,8.28,12.01,5.0 pieces 1 serving,0.0,g,32013
mg,g,114.0,4.49,--,5.12,g,0.00,0.0,22.09,25.18,4.0 oz,--,g,23398
mg,g,56.0,22.53,0,12.62,g,2.11,3.76,14.0,7.84,2.0 oz,0.0,g,07002
mg,g,85.0,10.91,--,9.27,g,0.00,0.0,25.14,21.37,3.0 oz,--,g,17394
mg,g,145.0,2.68,--,3.89,g,0.00,0.0,30.39,44.07,1.0 cup chopped or dice,--,g,05024
mg,g,224.0,0.1,0,0.22,g,13.44,6.0,0.8,1.79,1.0 cup,0.0,g,03099
mg,g,80.0,25.1,--,20.08,g,0.00,0.0,18.5,14.80,"1.0 piece (5-1/2"" x 1-1/2"" x 1/2"")",--,g,83110
mg,g,31.0,54.89,0,17.02,g,4.41,14.23,24.8,7.69,2.0 tbsp,0.0,g,16149
mg,g,14.5,30.0,9,4.35,g,9.27,63.9,4.2,0.61,1.0 serving,62.0,g,19080
mg,g,170.0,1.15,0,1.95,g,31.69,18.64,3.98,6.77,1.0 container (6 oz),0.0,g,01120
mg,g,233.0,0.81,--,1.89,g,0.00,0.0,2.26,5.27,1.0 cup,--,g,06174
mg,g,13.0,13.52,0,1.76,g,0.96,7.41,11.64,1.51,1.0 tbsp,0.0,g,07067
mg,g,85.0,41.33,--,35.13,g,0.00,0.0,20.14,17.12,3.0 oz,--,g,23448
mg,g,56.0,22.53,0,12.62,g,2.39,4.27,14.0,7.84,1.0 serving 2 oz,0.0,g,07931
mg,g,113.0,6.88,--,7.77,g,0.00,0.0,20.2,22.83,4.0 oz,--,g,17395
mg,g,28.35,2.06,--,0.58,g,0.00,0.0,17.66,5.01,1.0 oz,--,g,05023
mg,g,240.0,0.4,0,0.96,g,39.00,16.25,1.4,3.36,1.0 cup,0.0,g,03120
mg,g,85.0,6.3,--,5.36,g,0.00,0.0,19.29,16.40,3.0 oz,--,g,15051
mg,g,63.0,22.01,0,13.87,g,13.39,21.26,13.5,8.50,"1.0 cup in shell, edible yield",0.0,g,16088
mg,g,170.0,29.7,105,50.49,g,107.78,63.4,4.2,7.14,1.0 cup chips (6 oz package),62.0,g,19701
mg,g,170.0,1.15,0,1.95,g,31.69,18.64,3.98,6.77,1.0 container (6 oz),0.0,g,01216
mg,g,244.0,1.71,0,4.17,g,20.59,8.44,1.78,4.34,1.0 cup,0.0,g,06461
mg,g,143.0,3.1,0,4.43,g,99.23,69.39,8.2,11.73,1.0 large,0.0,g,43109
mg,g,114.0,31.27,--,35.65,g,0.00,0.0,15.81,18.02,4.0 oz,--,g,23449
mg,g,144.0,0.2,0,0.29,g,7.86,5.46,2.57,3.70,"1.0 cup (1"" pieces)",0.0,g,11087
mg,g,85.0,11.2,0,9.52,g,0.01,0.01,23.56,20.03,3.0 oz,0.0,g,17419
mg,g,85.0,10.92,--,9.28,g,0.00,0.0,23.28,19.79,3.0 oz crumbled,--,g,05333
mg,g,113.0,0.4,0,0.45,g,15.93,14.1,1.4,1.58,1.0 jar,0.0,g,03119
mg,g,28.35,3.79,--,1.07,g,0.00,0.0,19.35,5.49,1.0 oz,--,g,15055
mg,g,28.35,49.66,0,14.08,g,6.03,21.26,24.35,6.90,1.0 oz,0.0,g,16090
mg,g,28.35,33.3,0,9.44,g,14.26,50.3,11.6,3.29,1.0 oz,0.0,g,19154
mg,g,170.0,1.41,0,2.40,g,31.62,18.6,4.86,8.26,1.0 container (6 oz),0.0,g,01203
mg,g,129.0,2.12,0,2.73,g,22.03,17.08,1.64,2.12,0.5 cup (4 fl oz),0.0,g,06063
mg,g,143.0,3.1,0,4.43,g,101.59,71.04,8.2,11.73,1.0 large,0.0,g,25024
mg,g,85.0,16.37,--,13.91,g,0.00,0.0,29.35,24.95,3.0 oz,--,g,23399
mg,g,38.0,0.13,0,0.05,g,1.65,4.33,2.2,0.84,1.0 cup,0.0,g,11086
mg,g,113.0,9.96,0,11.25,g,0.06,0.05,19.88,22.46,4.0 oz,0.0,g,17420
mg,g,112.0,8.1,0,9.07,g,0.04,0.04,17.44,19.53,4.0 oz crumbled,0.0,g,05332
mg,g,28.35,0.2,0,0.06,g,1.93,6.8,2.3,0.65,1.0 oz,0.0,g,03283
mg,g,50.0,1.87,--,0.94,g,0.00,0.0,18.51,9.26,1.0 fillet,--,g,15058
mg,g,146.0,49.66,0,72.50,g,31.04,21.26,24.35,35.55,1.0 cup,0.0,g,16390
mg,g,42.0,9.52,0,4.00,g,31.00,73.81,2.31,0.97,3.0 pieces,0.0,g,19866
mg,g,170.0,1.41,0,2.40,g,31.62,18.6,4.86,8.26,1.0 container (6 oz),0.0,g,01219
mg,g,247.0,1.06,0,2.62,g,21.09,8.54,0.82,2.03,1.0 cup,0.0,g,06463
mg,g,50.0,12.0,0,6.00,g,11.00,22.0,50.0,25.00,2.0 scoop,0.0,g,01224
mg,g,114.0,12.75,--,14.54,g,0.00,0.0,19.74,22.50,4.0 oz,--,g,23401
mg,g,157.0,0.14,0,0.22,g,11.32,7.21,0.91,1.43,"1.0 cup, diced",0.0,g,11084
mg,g,85.0,8.38,--,7.12,g,0.00,0.0,24.39,20.73,3.0 oz,--,g,17396
mg,g,44.0,6.43,0,2.83,g,0.49,1.11,25.78,11.34,1.0 liver,0.0,g,05661
mg,g,240.0,0.1,0,0.24,g,13.92,5.8,1.2,2.88,1.0 cup,0.0,g,03092
mg,g,28.35,1.54,--,0.44,g,0.00,0.0,15.31,4.34,"1.0 oz, boneless",--,g,15057
mg,g,144.0,52.5,0,75.60,g,21.97,15.26,28.03,40.36,"1.0 cup, chopped",0.0,g,16089
mg,g,3.5,17.93,0,0.63,g,2.39,68.26,10.0,0.35,1.0 piece,0.0,g,19858
mg,g,200.0,1.92,0,3.84,g,7.88,3.94,9.95,19.90,1.0 container (7 oz),0.0,g,01287
mg,g,148.0,0.44,0,0.65,g,22.53,15.22,1.46,2.16,1.0 cup,0.0,g,06159
mg,g,11.0,17.14,0,1.89,g,2.04,18.5,45.71,5.03,1.0 tbsp,0.0,g,01223
mg,g,85.0,13.6,--,11.56,g,0.00,0.0,31.94,27.15,3.0 oz,--,g,23450
mg,g,246.0,0.07,0,0.17,g,16.16,6.57,0.8,1.97,1.0 cup,0.0,g,11735
mg,g,113.0,7.12,--,8.05,g,0.00,0.0,20.61,23.29,4.0 oz,--,g,17397
mg,g,44.0,6.51,0,2.86,g,0.38,0.87,24.46,10.76,1.0 liver,0.0,g,05028
mg,g,240.0,0.17,0,0.41,g,15.10,6.29,1.2,2.88,1.0 cup,0.0,g,03091
mg,g,60.0,0.92,--,0.55,g,0.00,0.0,19.39,11.63,1.0 fillet,--,g,15060
mg,g,144.0,52.5,0,75.60,g,21.97,15.26,28.03,40.36,"1.0 cup,",0.0,g,16389
mg,g,28.35,34.2,19,9.70,g,17.12,60.4,3.9,1.11,1.0 oz,66.0,g,19081
mg,g,170.0,0.39,0,0.66,g,6.12,3.6,10.19,17.32,1.0 container,0.0,g,01256
mg,g,121.0,0.56,0,0.68,g,16.23,13.41,1.61,1.95,1.0 serving 1/2 cup,0.0,g,06956
mg,g,256.0,0.03,0,0.08,g,44.67,17.45,0.61,1.56,1.0 cup,0.0,g,09294
mg,g,114.0,9.23,--,10.52,g,0.00,0.0,20.05,22.86,4.0 oz,--,g,23451
mg,g,85.0,0.18,0,0.15,g,8.47,9.96,1.68,1.43,0.5 cup slices,0.0,g,11081
mg,g,85.0,18.29,0,15.55,g,0.03,0.04,22.06,18.75,1.0 serving,0.0,g,17081
mg,g,44.0,4.83,0,2.13,g,0.32,0.73,16.92,7.44,1.0 liver,0.0,g,05027
mg,g,99.0,0.4,0,0.40,g,8.12,8.2,1.4,1.39,1.0 serving 3.5 oz serving,0.0,g,03282
mg,g,85.0,0.69,--,0.59,g,0.00,0.0,19.26,16.37,3.0 oz,--,g,15062
mg,g,28.35,49.24,0,13.96,g,4.57,16.13,25.8,7.31,1.0 oz,0.0,g,16087
mg,g,43.0,9.3,4,4.00,g,34.57,80.4,2.2,0.95,"1.0 patty, large",10.0,g,19083
mg,g,150.0,2.57,0,3.86,g,17.84,11.89,8.17,12.26,1.0 container (5.3 oz),0.0,g,01284
mg,g,252.0,1.24,0,3.12,g,24.75,9.82,2.42,6.10,1.0 serving 1 cup,0.0,g,06359
mg,g,127.0,1.12,0,1.42,g,30.73,24.2,0.65,0.83,0.5 cup,0.0,g,19333
mg,g,85.0,7.05,--,5.99,g,0.00,0.0,34.51,29.33,3.0 oz,--,g,23402
mg,g,227.0,0.08,0,0.18,g,36.96,16.28,0.8,1.82,1.0 cup slices,0.0,g,11609
mg,g,115.0,18.52,0,21.30,g,0.15,0.13,18.12,20.84,1.0 serving,0.0,g,17080
mg,g,168.0,12.73,0,21.39,g,6.12,3.64,23.64,39.72,1.0 cup,0.0,g,43128
mg,g,28.35,0.5,0,0.14,g,2.34,8.25,1.0,0.28,1.0 oz,0.0,g,03286
mg,g,60.0,1.18,--,0.71,g,0.00,0.0,23.48,14.09,1.0 fillet,--,g,15067
mg,g,146.0,49.6,0,72.42,g,23.11,15.83,26.15,38.18,1.0 cup,0.0,g,16091
mg,g,15.0,3.33,0,0.50,g,13.73,91.56,0.03,0.00,1.0 piece,0.0,g,19382
mg,g,150.0,0.15,0,0.22,g,18.10,12.07,8.05,12.08,1.0 container (5.3 oz),0.0,g,01285
mg,g,248.0,0.21,0,0.52,g,18.48,7.45,0.71,1.76,1.0 serving 1 cup,0.0,g,06559
mg,g,8.0,0.9,0,0.07,g,6.77,84.66,0.81,0.06,1.0 serving,0.0,g,44260
mg,g,114.0,4.62,--,5.27,g,0.00,0.0,20.92,23.85,4.0 oz,--,g,23403
mg,g,136.0,0.17,0,0.23,g,13.00,9.56,1.61,2.19,1.0 cup,0.0,g,11080
mg,g,85.0,10.63,--,9.04,g,0.00,0.0,24.43,20.77,1.0 serving,--,g,17083
mg,g,130.0,12.77,0,16.60,g,11.06,8.51,21.28,27.66,"1.0 cup, diced",0.0,g,43410
mg,g,16.0,0.43,0,0.07,g,1.34,8.36,3.27,0.52,1.0 tbsp,0.0,g,03121
mg,g,77.0,0.41,--,0.32,g,0.00,0.0,12.19,9.39,1.0 fillet,--,g,15066
mg,g,146.0,48.75,0,71.18,g,24.15,16.54,25.19,36.78,1.0 cup,0.0,g,16095
mg,g,35.0,28.57,4,10.00,g,21.42,61.21,5.71,2.00,1.0 bar,12.0,g,19001
mg,g,150.0,0.18,0,0.27,g,15.55,10.37,8.64,12.96,1.0 container (5.3 oz),0.0,g,01286
